,text,tone,topic,group_id,comments_cnt:,likes_cnt,reposts_cnt,from_id,post_id,views_cnt
0,Верил в него до конца,positive,science,151060688,0,11,7,-151060688,1401332,1733
1,,positive,science,151060688,2,6,22,-151060688,1401328,2783
2,,positive,science,151060688,0,0,0,-151060688,1401324,3035
3,,positive,science,151060688,6,60,9,-151060688,1401319,6979
4,,positive,science,151060688,1,12,1,-151060688,1401316,3097
5,,positive,science,151060688,0,25,6,-151060688,1401307,4021
6,,positive,science,151060688,0,12,0,-151060688,1401303,4450
7,,positive,science,151060688,2,12,5,-151060688,1401296,3508
8,Роскошная,positive,science,151060688,0,17,2,-151060688,1401293,5466
9,,positive,science,151060688,0,16,4,-151060688,1401289,5783
10,,positive,science,151060688,0,3,2,-151060688,1401287,2947
11,Я свою тоже покрашу через 3 года 🤣,positive,science,151060688,2,38,18,-151060688,1401284,5953
12,Все мы золотцы,positive,science,151060688,1,22,6,-151060688,1401276,7250
13,,positive,science,151060688,6,13,0,-151060688,1401270,8739
14,,positive,science,151060688,0,25,4,-151060688,1401265,4144
15,Японский фристайл-скейтбордист,positive,science,151060688,0,12,0,-151060688,1401261,4625
16,,positive,science,151060688,1,22,4,-151060688,1401254,4461
17,,positive,science,151060688,1,5,1,-151060688,1401248,3807
18,,positive,science,151060688,0,11,1,-151060688,1401242,3549
19,,positive,science,151060688,2,41,8,-151060688,1401233,6732
20,,positive,science,151060688,3,56,6,-151060688,1401229,9405
21,Конвертоплан Bell V-22 Osprey во время взлёта разрушает покрытие вертолётной площадки,positive,science,151060688,1,12,2,-151060688,1401226,4464
22,,positive,science,151060688,0,8,2,-151060688,1401223,4167
23,,positive,science,151060688,0,0,0,-151060688,1401220,2618
24,,positive,science,151060688,3,11,0,-151060688,1401215,6007
25,,positive,science,151060688,1,9,0,-151060688,1401214,4097
26,,positive,science,151060688,6,37,10,-151060688,1401207,8693
27,,positive,science,151060688,1,8,3,-151060688,1401195,4053
28,,positive,science,151060688,29,175,10,-151060688,1401190,41379
29,И вполне заслуженно,positive,science,151060688,1,29,5,-151060688,1401186,4717
30,,positive,science,151060688,0,13,3,-151060688,1401181,4619
31,,positive,science,151060688,0,0,0,-151060688,1401179,3820
32,Зато в космос лезем и в чужие жизни 😅,positive,science,151060688,0,35,0,-151060688,1401176,5342
33,Зачем же он нужен такой?,positive,science,151060688,3,7,10,-151060688,1401172,11282
34,,positive,science,151060688,1,36,4,-151060688,1401166,6159
35,Прекрасно. В этом и смысл,positive,science,151060688,3,28,17,-151060688,1401157,9816
36,Впечатляющий концепт подземного гаража,positive,science,151060688,1,7,1,-151060688,1401152,3820
37,,positive,science,151060688,0,16,2,-151060688,1401147,5294
38,,positive,science,151060688,4,32,7,-151060688,1401135,5045
39,,positive,science,151060688,0,8,1,-151060688,1401133,3714
40,,positive,science,151060688,0,8,1,-151060688,1401115,4780
41,,positive,science,151060688,3,13,3,-151060688,1401098,5046
42,,positive,science,151060688,2,15,14,-151060688,1401088,6807
43,"Модель авиационного двигателя, созданная на 3D принтере, так еще и работает",positive,science,151060688,0,14,4,-151060688,1401085,4578
44,,positive,science,151060688,0,19,8,-151060688,1401083,5484
45,,positive,science,151060688,0,1,0,-151060688,1401078,4864
46,,positive,science,151060688,8,28,8,-151060688,1401071,7660
47,,positive,science,151060688,5,4,6,-151060688,1401058,4613
48,,positive,science,151060688,0,16,0,-151060688,1401054,5128
49,"Вранье, нужно 880 брать, на вырост",positive,science,151060688,7,29,4,-151060688,1401042,7956
50,,positive,science,151060688,18,223,62,-151060688,1401039,42785
51,"Отряд ""Мурчащих"" 😎",positive,science,151060688,2,60,12,-151060688,1401033,6028
52,Необычненько,positive,science,151060688,0,35,9,-151060688,1401031,7021
53,,positive,science,151060688,0,1,0,-151060688,1401029,4756
54,День в аду,positive,science,151060688,0,21,1,-151060688,1401026,9581
55,,positive,science,151060688,0,8,0,-151060688,1401022,4444
56,Обнимайтесь чаще,positive,science,151060688,0,12,26,-151060688,1401018,5306
57,,positive,science,151060688,0,26,5,-151060688,1401013,4345
58,Как дела в качалке?,positive,science,151060688,0,22,37,-151060688,1401009,7114
59,,positive,science,151060688,0,21,4,-151060688,1401007,4480
60,,positive,science,151060688,0,30,11,-151060688,1401004,7207
61,,positive,science,151060688,1,11,6,-151060688,1401003,3869
62,,positive,science,151060688,2,17,0,-151060688,1400997,5555
63,,positive,science,151060688,1,30,8,-151060688,1400990,6249
64,,positive,science,151060688,25,47,10,-151060688,1400983,11988
65,Мастер бесконтактного боя,positive,science,151060688,7,14,36,-151060688,1400980,11490
66,,positive,science,151060688,0,25,12,-151060688,1400979,5382
67,,positive,science,151060688,0,1,1,-151060688,1400977,3312
68,,positive,science,151060688,0,11,12,-151060688,1400975,6057
69,,positive,science,151060688,1,37,14,-151060688,1400971,5822
70,,positive,science,151060688,1,23,3,-151060688,1400961,5783
71,555,positive,science,151060688,4,28,12,-151060688,1400958,8150
72,Самое милое не сегодня,positive,science,151060688,0,36,11,-151060688,1400948,4084
73,,positive,science,151060688,2,18,7,-151060688,1400942,4098
74,,positive,science,151060688,4,21,3,-151060688,1400938,4707
75,,positive,science,151060688,0,2,2,-151060688,1400936,3589
76,Вот это память,positive,science,151060688,2,25,0,-151060688,1400930,5883
77,Посмотрим у кого острый глаз,positive,science,151060688,28,131,29,-151060688,1400922,60294
78,Я бы попробовал,positive,science,151060688,4,31,34,-151060688,1400913,8343
79,"Ну знаете ли вы, если бы я увидел полосатую корову я бы тоже знатно прихуел 🤣",positive,science,151060688,4,35,6,-151060688,1400907,6964
80,Новогодняя игра,positive,science,151060688,2,6,6,-151060688,1400905,6639
81,Это очень романтично,positive,science,151060688,0,39,5,-151060688,1400902,6867
82,,positive,science,151060688,2,17,9,-151060688,1400896,4368
83,,positive,science,151060688,2,16,1,-151060688,1400895,4142
84,,positive,science,151060688,5,18,0,-151060688,1400890,4103
85,,positive,science,151060688,0,29,32,-151060688,1400889,5981
86,,positive,science,151060688,0,10,0,-151060688,1400888,6099
87,Просто экзамен по вождению в Китае,positive,science,151060688,2,38,16,-151060688,1400886,5850
88,,positive,science,151060688,2,33,25,-151060688,1400883,7071
89,,positive,science,151060688,0,0,0,-151060688,1400881,3311
90,,positive,science,151060688,1,17,0,-151060688,1400878,5308
91,,positive,science,151060688,1,7,3,-151060688,1400875,4325
92,,positive,science,151060688,3,20,13,-151060688,1400866,4308
93,Справедливо,positive,science,151060688,1,29,1,-151060688,1400864,5887
94,"Кошки возмущаются, их приравняли к людям 😂",positive,science,151060688,0,29,10,-151060688,1400859,5520
95,Теперь слово слизняк не звучит как оскорбление 🤣,positive,science,151060688,3,25,9,-151060688,1400855,5876
96,Самое милое на сегодня,positive,science,151060688,2,141,8,-151060688,1400847,7050
97,,positive,science,151060688,0,3,1,-151060688,1400844,4031
98,Красавчики японцы 👏,positive,science,151060688,1,30,1,-151060688,1400838,4784
99,Представляю как там женщины развлекаются 😂,positive,science,151060688,0,4,5,-151060688,1400833,3844
100,"#наука #science #популяризациянауки #образование 
 
Список всех научно-популярных и образовательных каналов на русском языке (версия 06/06/2019): 
 
• Смешанная тематика 
vk.cc/6CZZLH — АНТРОПОГЕНЕЗ РУ 
vk.cc/6R1JE5 — GEO 
vk.cc/7wU2QA — Prolegarium 
vk.cc/7qlCNK — Skinner Show 
vk.cc/7wEPMH — Utopia Show 
vk.cc/6DaQkS — Чуть-Чуть о Науке 
vk.cc/6Wx6lV — Постоянная Планка 
vk.cc/6R1FRV — TechKnowledge 
vk.cc/6XtfFT — ZHITKOV 
vk.cc/6DaQAD — Valeriy Sobolev 
vk.cc/8oOfxf — LOONY 
vk.cc/7nbbku — Loony Science 
vk.cc/8fwpN5 — SciTeam 
vk.cc/8htz3r — kvashenov 
vk.cc/8DaTIY — Funscience 
vk.cc/8htyn7 — Джо Чиз 
vk.cc/8pLem8 — Real Scientists 
vk.cc/8hI30K — Dagon 
vk.cc/8jiPKA — Noosphere Studio 
vk.cc/6CZLMt — Михаил Лидин 
vk.cc/6CZLWx — TrashSmash 
vk.cc/6CZMVW — Smash 
vk.cc/6CZOYm — SciOne 
vk.cc/6R1GZN — SciOne LIVE 
vk.cc/6DaLD7 — Артур Шарифов 
vk.cc/6CZNeY — Научпок 
vk.cc/80QZww — Alexander Obraz 
vk.cc/6D9U83 — Премия имени Гарри Гудини 
vk.cc/6D9Lhv — ТОПЛЕС 
vk.cc/6D9Kws — QWERTY 
vk.cc/7wTVq7 — Sinus 
vk.cc/6D9ew4 — Чердак: наука, технологии, будущее 
vk.cc/6D9Pf7 — Alice Lafox 
vk.cc/6D9PBX — Научно-популярный хаб Lafox.Net 
vk.cc/75jmkW — CHILDRENscience 
vk.cc/6D088C — xRealMansChannelx 
vk.cc/6D9JxE — Молния Наука 
vk.cc/6CZN46 — mythologyChanel 
vk.cc/8hIhBB — Здравамир 
vk.cc/7wF1nr — Высшая школа методологии 
vk.cc/7wF1tU — Игры Разума 
vk.cc/7wFzwc — Андрей Курпатов 
vk.cc/71nU1A — 99thoughtz 
vk.cc/8hI2fm — Iskusstvo Znat 
vk.cc/9t0Guz — Видеоблог имени Гагарина 
vk.cc/9t0GDw — Лаба. Медиа для тех, кто сидел на задней парте 
vk.cc/9t0GQb — RomanGalimov 
vk.cc/9t0GXU — Биологово 
vk.cc/9t0H4b — Видеонаука 
vk.cc/9t0Hcp — Science to People 
vk.cc/9t0HmK — Тау Кита 
vk.cc/9t0HtK — Mortal Pilgrim 
vk.cc/9t0HKX — ISLAND R 
vk.cc/9t0HQm — Научные развлечения 
vk.cc/8lZk6q — SciTopus 
• Озвучка 
vk.cc/6CZwuo — Это Работает 
vk.cc/6D1cV0 — AlexTranslations 
vk.cc/6D9TOx — Алан Грант — Наука с Публицистикой 
vk.cc/6CZPkM — InsaneSpaceMuffin 
vk.cc/8u4dRp — In Cor Cadit 
vk.cc/6Ddm4A — Джонник 
vk.cc/6Ddlwb — DeeAFilm Studio 
vk.cc/7v2AS2 — ПЛЮШКИН ДОМ 
vk.cc/6Db8a2 — Ученая Обезьяна 
vk.cc/6DaJwu — Невидимый Розовый Единорог 
vk.cc/6D07Ar — SpaceWhale 
vk.cc/6CZOsp — Light side talks 
vk.cc/8AM6Vl — Эпизоды космонавтики 
vk.cc/6CZLfZ — Vert Dider 
vk.cc/6CZLrk — Vert Dider 
vk.cc/6CZP58 — VoicePower 
vk.cc/750Cvo — Darvin Studio 
vk.cc/6CZPdE — mobius band 
vk.cc/6D06x4 — Фактор понимания 
vk.cc/6D3vly — Ламповая Наука 
vk.cc/6ZEL8A — BuzzFeed Russia 
vk.cc/7ylMdX — Научкэп 
vk.cc/6Wwlzs — Veritasium Russia 
vk.cc/6Dbbd5 — Gloomy Voice 
vk.cc/7wTTcc — Mike Piligrim 
vk.cc/74A917 — ТО Скарф 
vk.cc/75QDb2 — Frontal Переводы 
vk.cc/6Davip — Журнал СРЕЗ 
vk.cc/6DaRLA — FRED DUB 
vk.cc/6D1TpX — sci-scope 
vk.cc/6CZR1T — Потребление Идей 
vk.cc/6Db51y — Смысловые пятиминутки 
vk.cc/8htEla — Мудреныч 
vk.cc/9t0I58 — Solipschism 
vk.cc/9t0IdA — Eye of modernity 
vk.cc/9t0Io0 — Eugene Medved 
vk.cc/9t0IEQ — Juli Voice 
vk.cc/9t0JxA — Михаил Морозов 
• TED 
vk.cc/6CZO1X — rutedtalks 
vk.cc/79WFoM — TED на русском языке 
vk.cc/6CZOck — FEDORISTED 
vk.cc/6CZOjH — Егор Речи 
vk.cc/7wXty2 — НаучПоп (NauchPop) 
• Лектории и подкасты 
vk.cc/6D3umo — Общество Скептиков 
vk.cc/6D9PRX — Центр Архэ 
vk.cc/6D06fC — Курилка Гутенберга 
vk.cc/6DaMd1 — 15x4 Talks 
vk.cc/6Zv7u7 — НаукаPRO 
vk.cc/75jkIu — Познаем Общаясь 
vk.cc/6D9TrS — Прогресс-Школа 
vk.cc/7nLtsC — Зануда 
vk.cc/6D9Zkp — Лаборатория Научных Видео 
vk.cc/9ndMrZ — Лаборатория №2 
vk.cc/7Xi4YM — АРХЭология знаний 
vk.cc/8iR4fu — КритМышь 
vk.cc/6E6pZp — Фонд Эволюция 
vk.cc/8hM928 — Наука42 
vk.cc/6Db6yQ — Фонд Траектория 
vk.cc/6Db7um — XX2 ВЕК 
vk.cc/6D04hQ — Лекториум 
vk.cc/6DaOoJ — Set Up 
vk.cc/6D062e — ПостНаука 
vk.cc/6D9QYP — KL10CH 
vk.cc/6Db2KG — Digital October 
vk.cc/6Db5kp — Фенист 
vk.cc/6DaQ2M — Антикафе Кочерга 
vk.cc/6DatFD — Группа ""Думай"" 
vk.cc/74HO2Y — Geek Picnic 
vk.cc/7wXluY — Учёба.ру 
vk.cc/7wSnMD — Парк науки 
vk.cc/7wTdOC — Alex Gapak 
vk.cc/7wTH0W — Политехнического музея Лекторий 
vk.cc/6DaKtN — Российская государственная библиотека для молодежи (РГБМ) 
vk.cc/7wWkgV — BrainUp 
vk.cc/6DaP0c — FutureBiotech 
vk.cc/6D9V7J — Science Lite 
vk.cc/6CZL3H — TheBrightsRussia 
vk.cc/6DaIoI — Future Foundation 
vk.cc/7kJBzk — LessWrong 
vk.cc/7wWb6M — Physics-Uspekhi 
vk.cc/74Igt4 — Сообщество молодых учёных 
vk.cc/6Db668 — Библиотека Научка 
vk.cc/7wN7Rx — Elementy.ru 
vk.cc/72py1l — Лекс Кравецкий 
vk.cc/6Db5Ay — Myatom 
vk.cc/72SS0R — 42nStudio 
vk.cc/8i5epO — Алисолекторий 
vk.cc/7wUlA9 — Eureka Project 
vk.cc/6DAOF8 — Когнитека 
vk.cc/7wG5n7 — Indicator_Ru 
vk.cc/74IhCQ — Андрей Коренко 
vk.cc/6CZPrT — КиберЛенинка 
vk.cc/6D9RgB — Moscow Science Slam 
vk.cc/8hLTzQ — LAKHTA VIEW 
vk.cc/8hM9Sl — Мослекторий 
vk.cc/7wVmgy — Турнир Трёх Наук 
vk.cc/8i5Af7 — Pavel Borodin 
vk.cc/7wN6L3 — Dissernet TV 
vk.cc/9t0JGX — Массаракш 
vk.cc/9t0JPb — channel 475 
• Астрономия и космонавтика 
vk.cc/6D9N5C — Alpha Centauri 
vk.cc/6D9NG7 — Astro Channel 
vk.cc/6D9UI5 — Открытый космос Зеленого кота 
vk.cc/6DasZw — SpaceX по-русски 
vk.cc/6DaIZg — Космос Просто 
vk.cc/6Db33p — Рафаэль и Ко. 
vk.cc/6YmObo — Море ясности 
vk.cc/6Db3Bz — Zемлякова 
vk.cc/7wNr5P — Улица Шкловского 
vk.cc/7N0BNV — Space Room 
vk.cc/8n3Yxk — Oleg Artemyev 
vk.cc/6Daah3 — Sergei B. Popov 
vk.cc/6Dbcfa — Телестудия Роскосмоса 
vk.cc/6DbcCx — Центр подготовки космонавтов имени Ю.А.Гагарина 
vk.cc/6DbcZI — ROSCOSMOS Media Store 
vk.cc/6DafdT — Cosmos+ Астрономия для начинающих 
vk.cc/6Darxi — DS Astro Видео 
vk.cc/6Dar4h — Astromagazin 
vk.cc/6DarZj — AstroScope 
vk.cc/6Db4Jt — Mad Astronomer 
vk.cc/8jPslR — Blackfieldspace 
vk.cc/7wUqUn — РКЦ - Прогресс 
vk.cc/7qlEIt — astro-alert. ru 
vk.cc/6D9Qca — Живая Вселенная 
vk.cc/6Db3Rk — Ввысь, в космос! 
vk.cc/7wNtXq — Mocковский Астрономический Клуб 
vk.cc/7wGel8 — Вселенная Пространство Время 
vk.cc/6Dasod — Небо - не предел 
vk.cc/6DbdP6 — Александр Мисуркин 
vk.cc/6DauzL — Den Efremov 
vk.cc/6Db4qm — Filipp Terekhov 
vk.cc/8i5GxL — Астрономия в Серпухове 
vk.cc/9t0K6y — GrandAstronom 
vk.cc/9t0KgK — космоFUCKты 
vk.cc/9t0Kx7 — Astro Tourist 
vk.cc/9t0KLG — СПАГО ТВ 
• Физика 
vk.cc/6CZLzA — Макар Светлый 
vk.cc/6D9OQY — Физика от Побединского 
vk.cc/7WVjPw — ensemb 
vk.cc/6DbaNE — Физтех.Science 
vk.cc/6CZQo0 — ПРОСТАЯ НАУКА 
vk.cc/6DaeaE — Игорь Белецкий 
vk.cc/6DaMBm — Проект о Радиации - Радиоактивные материалы 
vk.cc/7wTU79 — Занимательная физика в Городненской ОШ 
vk.cc/70PYkn — Огненное ТВ 
vk.cc/6Ww6JI — Минута Физики 
vk.cc/6CZQtD — HI-TESTING 
vk.cc/6DaRmr — Free Education 
vk.cc/7wVvVF — EmpiricSchool 
vk.cc/6DasIG — Закройте Дует 
vk.cc/8i4b8K — Halyk Smart 
vk.cc/8i4CqV — eNano 
vk.cc/8iaeJc — Alexander Olikevich 
vk.cc/9t1bUo — CoolLabGuys 
• Химия 
vk.cc/6DaLVS — Химия – Просто 
vk.cc/6Dab05 — Thoisoi 
vk.cc/70Q3yq — ChemistryToday 
vk.cc/8htOZF — ДУСТХИМХАБРПРОМ опыты по химии 
vk.cc/8htP5U — RUSCHIMIK Канал о химии 
vk.cc/8iaeDn — Skeptik 
vk.cc/8htRfF — Научное шоу профессора Николя 
vk.cc/8htPoU — LiFeUP 331 
vk.cc/70PWnU — Oleg Grigoryev 
vk.cc/7wV7Q4 — Наука детям 
• Биология 
vk.cc/6DANvG — Александр Панчин 
vk.cc/71ocn3 — Azureim 
vk.cc/6D05nK — Всё как у зверей 
vk.cc/8hM0IG — FutureCollector 
vk.cc/7JyqvC — Упоротый Палеонтолог 
vk.cc/6Wx01p — Живая Планета 
vk.cc/7xqLzS — КАЖДОЙ ТВАРИ ПО ПАРЕ 
vk.cc/75jmIA — Aleksandra LearnBiology 
vk.cc/6D9QFI — Борис Цацулин 
vk.cc/7wVe0Q — ПО ФАКТАМ 
vk.cc/6DaNa6 — Тайны ДНК 
vk.cc/7wUi2B — Topanatomy 
vk.cc/7wEWZ0 — Microbia 
vk.cc/8hM5jV — AgroPrognoz 
vk.cc/6Dauj7 — Denis A . Timofeev 
vk.cc/8hMlv1 — Научная Среда 
vk.cc/8i49Sl — Частный экзотариум 
vk.cc/9t0KVV — Затевахин О Животных 
vk.cc/9t0LaS — COR etc. 
vk.cc/9t0Lo3 — Книга Животных 
vk.cc/9t0Lzh — Доктор Утин, кардиопоэт 
vk.cc/9t0LP4 — Кратко о заболеваниях 
vk.cc/9t0N9R — Умный Медик [УМ] 
vk.cc/9t0Nmb — Василий Вишневский 
vk.cc/9t17iO — Доктор Фил: остаться в живых 
vk.cc/9t17uW — WEB MED 
vk.cc/9t17BN — КЛИНИЧЕСКАЯ АНАТОМИЯ 
vk.cc/9t17J5 — RATIOMANIA 
vk.cc/9t17Pp — александр лях 
• История и археология 
vk.cc/71o2qS — Redroom Studio 
vk.cc/955mLM — Валерий Senmuth 
vk.cc/7yyLpD — IndiansWorld.org 
vk.cc/7CW9ik — uchilka_istorii 
vk.cc/8hLZs9 — Arzamas 
vk.cc/7ZXyRT — ellpositive 
vk.cc/9t1bnL — Археология Today 
vk.cc/9t1bAS — ButKorn 
• Технологии 
vk.cc/6Ddon3 — Новости Науки и Технологий 
vk.cc/6Datrd — Илон Маск 
vk.cc/6Daeph — Hi-News.ru 
vk.cc/7b44r4 — Чик и Гик 
vk.cc/7wGdrn — RoboticsExpo 
vk.cc/9t1c3j — INMOOV 
• Трансгуманизм и иммортализм 
vk.cc/6CZYRZ — Russian Transhumanists 
vk.cc/6CZYwk — Danila1 
vk.cc/6CZYH3 — КриоРус - крионика в России 
vk.cc/6CZRtm — 2049ru 
vk.cc/6CZXXG — 2045 Initiative 
vk.cc/6CZYjk — Россия 2045 
vk.cc/6D048B — Наука за продление жизни 
vk.cc/6DawON — Ян Корчмарюк 
vk.cc/7aOAHG — DожитьDоMолодости 
• ТВ и Фильмы 
vk.cc/6D097Y — GalileoRU 
vk.cc/6Dacy8 — Наука 2.0 
vk.cc/7yg6oJ — Иннопрактика 
vk.cc/6WwW1C — Живая Планета Телеканал 
vk.cc/6DaCZt — Научные фильмы 
vk.cc/7wMegd — Учебное видео 
vk.cc/7wQncd — Хочу всё знать 
vk.cc/7wMJfD — Пытливые умы 
vk.cc/6DaF2n — Тимур Гаранин: Наука 
vk.cc/6DaMUX — Poznay Mir 
vk.cc/6DatS7 — МОЗГОВОЙ ШТУРМ 
• Музеи и планетарии 
vk.cc/6D9RIi — Политехнический музей 
vk.cc/6D9SOd — Музей Экспериментаниум 
vk.cc/7wVKtq — Государственный Дарвиновский музей 
vk.cc/6Daxqe — Московский Планетарий 
vk.cc/7yyLhf — Большой новосибирский планетарий 
vk.cc/7yyLlB — Ижевский планетарий 
vk.cc/8htHDi — Палеонтологический музей имени Ю.А. Орлова 
vk.cc/8i5CKa — Музей Космонавтики 
• Институты и углублённые курсы 
vk.cc/7D1q2d — Комиссия РАН по борьбе с лженаукой 
vk.cc/6CZQPl — НИЯУ МИФИ 
vk.cc/7wOagG — Видеостудия Института медико-биологических проблем РАН 
vk.cc/7wPTM3 — Математический институт РАН 
vk.cc/7wPTVf — Объединенный институт ядерных исследований 
vk.cc/7wPU9S — Институт биологии внутренних вод РАН 
vk.cc/7wPUvw — Институт биоорганической химии РАН 
vk.cc/7wPUBk — Институт водных проблем РАН 
vk.cc/7wPYpg — Институт истории и археологии УрО РАН 
vk.cc/7wPYwh — Институт космических исследований РАН Технологии спутникового мониторинга 
vk.cc/7wPYFb — Институт прикладной астрономии РАН 
vk.cc/7wQ0ds — Институт проблем передачи информации РАН 
vk.cc/7wQ0ul — Институт проблем управления РАН 
vk.cc/7wQ147 — Институт спектроскопии РАН 
vk.cc/7wQ1PQ — Институт экологии растений и животных УрО РАН 
vk.cc/7wUTOJ — НИИ физики ЮФУ 
vk.cc/7wQ2cr — Конференции научных работников РАН 
vk.cc/8hLXYr — Национальная Академия наук Беларуси 
vk.cc/7wQ2xU — Лимнологический институт СО РАН 
vk.cc/7wQ4sQ — Исследовательский Центр «Фундаментальные основы биотехнологии» РАН 
vk.cc/6D9Sb7 — EUSPchannel 
vk.cc/6D9Ovb — GetAClass 
vk.cc/7wVmKZ — Кафедра биологической эволюции МГУ 
vk.cc/6D9O4U — KhanAcademyRussian 
vk.cc/6DaE0V — Павел Шестопалов 
vk.cc/8i5h3Y — InternetUrok.ru 
vk.cc/8i5hGd — Онлайн-школа 
vk.cc/8hLPyF — Sciberia 
vk.cc/8hLPCB — НИИ Онкологии 
vk.cc/7wViLI — Твой сектор космоса 
vk.cc/6CZZxA — Лекции по теоретической физике 
vk.cc/7yyL1R — Курсомир 
vk.cc/7wNlES — Физтех-Live 
vk.cc/7wTjL1 — Лекторий МФТИ 
vk.cc/7wTOtb — teach-in 
vk.cc/7wVMqj — КПД БИО 
vk.cc/8i5to3 — Open University 
vk.cc/7yyLbD — Павел ВИКТОР 
vk.cc/6D9Muf — Архив оnline-лекций И.Л. Викентьева о творчестве и креативе. 
vk.cc/8hvbZU — Wild Mathing 
vk.cc/8i5En6 — Общемосковский семинар астрофизиков 
vk.cc/7wUwtb — Intellect Networking 
vk.cc/8i5ceJ — Мехмат ЮФУ 
vk.cc/7wUIEj — Journal Kvantik 
vk.cc/8i5xqM — Sternberg Astronomical Institute MSU 
vk.cc/9t18aq — Даниил Дарвин 
vk.cc/8i5b7z — Irina Shoshmina 
vk.cc/9t18qe — Artificial Intelligence and Machine Learning 
vk.cc/9t18vM — sibscience 
vk.cc/9t18Dc — Вебинары. Корпорация Российский учебник 
vk.cc/9t18OO — Вячеслав Ковалев 
vk.cc/9t18Zk — Московский физико-технический институт МФТИ 
vk.cc/9t19gH — iPavlov 
vk.cc/9t19Xc — Год Лобачевского 
vk.cc/9t1a9T — Центр нейронаук и когнитивных наук МГУ 
vk.cc/9t1atW — Лекции МГУ 
vk.cc/9t1aFn — Владимир Романов 
vk.cc/9t1aSe — Открытый лекторий Российской академии наук 
vk.cc/9t1bbv — AstroSpace Centre Seminars 
 
Подписавшись на все каналы и распространяя этот пост — вы помогаете популяризации науки. 
 
Список регулярно обновляется и публикуется, поэтому следите за нашей страницей и включите уведомления. По ссылке в статье всегда будет актуальный список: vk.com/@scitopus-popsci-youtube-list 
 
А также наше сообщество работает с ПО, которое автоматически публикует новые научпоп видео в режиме реального времени, к которому мы подключили самую понравившуюся вам половину научпоп каналов из нашего списка. 
 
Подписывайтесь: 
Наш аналогичный Telegram-канал - t.me/SciTopus 
YouTube-канал - youtube.com/c/SciTopus 
Twitter - twitter.com/scitopus 
Наши другие проекты - vk.com/@scitopus-topuses 
 
Поддержать проект рублём или криптой: https://vk.com/app5727453_-112289703

P.S. Если же у вас имеются сомнения в научной достоверности одного из приведенных каналов, или же вы знаете еще научно-популярные каналы необходимые к упоминанию в этом списке — то напишите нам об этом в обсуждении или в сообщении сообществу [club112289703|SciTopus]",positive,science,112289703,154,4735,2058,-112289703,27168,358550
101,"Подборка подкаста #ПроНауку 
5 выпусков – 5 тем: генетика, лекарство от рака, управление старением, нейротехнологии будущего и биопринтинг: 
 
🔹 Мария Воронцова – [https://vk.com/video-211270993_456239185|Генетика настоящего и будущего] 
🔹 Ирина Алексеенко – [https://vk.com/video-211270993_456239088|7 лет от пробирки до флакона] 
🔹 Ольга Ткачева – [https://vk.com/video-211270993_456239188|Как управлять старением] 
🔹 Михаил Лебедев – [https://vk.com/video-211270993_456239144|Как нейротехнологии изменят будущее] 
🔹 Юсеф Хесуани – [https://vk.com/video-211270993_456239132|Будущее наступило: как печатают ткани человека на биопринтере] 
 
В этой подборке лишь малая часть сюжетов, которые заслуживают вашего внимания. Выпуски со всеми экспертами вы всегда найдете в плейлисте [https://vk.com/video/playlist/-211270993_3|по ссылке].",positive,science,112289703,0,1,2,-112289703,80071,829
102,,positive,science,112289703,0,2,2,-112289703,80070,1212
103,"На канале ""[club21229482|Рафаэль и Ко.]"" было опубликовано видео: ""А ещё Китай и ОАЭ""",positive,science,112289703,2,2,3,-112289703,80064,2223
104,"Приглашаем принять участие в международной конференции. Заходите, регистрируйтесь, присылайте тезисы. На конференции представлено огромное разнообразие секций - можно найти свое направление. Вдруг у кого-то есть какой-то материал, который нужно и можно быстро опубликовать. Входит в РИНЦ 
https://conference.osu.ru/",positive,science,112289703,0,4,2,-112289703,80060,1924
105,,positive,science,112289703,5,12,2,-112289703,80059,1713
106,"На канале ""[club99523325|Лаборатория Научных Видео]"" было опубликовано видео: ""Далеко ли до возрождения Мамонтов?""",positive,science,112289703,3,15,11,-112289703,80056,2483
107,"На канале ""[club170204368|Упоротый Палеонтолог]"" было опубликовано видео: ""СТРАННЫЕ ВЫМЕРШИЕ ЖИВОТНЫЕ: древолазы из триаса - ДРЕПАНОЗАВРЫ""",positive,science,112289703,0,10,4,-112289703,80052,2014
108,"На канале [club53280908|Бориса Цацулина] было опубликовано видео: ""8 мифов о РАСТЯЖКЕ: может ли она ВРЕДИТЬ?""",positive,science,112289703,0,3,9,-112289703,80049,2489
109,"Видео: Как вирус атакует клетку
Источник: [club161963668|kvashenov | Медицина просто] 

“Как замок и ключ” — это описание того, как вирусы могут проникать в наши клетки. 
 
Вирусы используют специальные белки на своей поверхности, чтобы проникать в клетки. Они делают это, потому что им нужны наши клетки для размножения. Но вирусы могут проникать только в определенные клетки. Они используют белки на своей поверхности, которые действуют как ключи, отпирающие рецепторы клеток человека для проникновения в клетки и инфицирования их.",positive,science,112289703,4,25,8,-112289703,80040,3068
